stop_id,stop_name,stop_lat,stop_lon,in_los_gatos,status,current_daily_boardings,projected_daily_boardings,delta_daily,bcr_20yr,corridor_deviation_ft,match_distance_ft,matched_current_stop_id,matched_current_stop_name,notes
R27_OSM_6697571128,Blossom Hill Road; Indian Avenue,37.25052826189177,-121.8413535256514,False,NEW,0.0,1.5,1.5,0.095,0.0,591.3,,,New stop; nearest current is 591 ft away (>250 ft tolerance).
R27_FORCE_005,Blossom Hill LRT Station (transfer),37.25236893,-121.84146881,False,KEPT,12.78,9.4,-3.38,0.593,0.0,11.7,1110.0,Blossom Hill Station,Existing stop retained; current ridership held forward.
5396,Winchester Station (Bay 2),37.279378,-121.948538,False,REMOVED,105.91,0.0,-105.91,,,4189.4,,,Removed; ~60% of riders (63.5/day) assumed to walk to nearest kept stop 4189 ft away.
1141,Blossom Hill & Snell,37.251461,-121.829865,False,REMOVED,45.17,0.0,-45.17,,,3346.7,,,Removed; ~60% of riders (27.1/day) assumed to walk to nearest kept stop 3347 ft away.
3304,Santa Teresa Station,37.236285,-121.789479,False,REMOVED,35.0,0.0,-35.0,,,16028.5,,,Removed; ~60% of riders (21.0/day) assumed to walk to nearest kept stop 16029 ft away.
1135,Poughkeepsie & Cottle,37.251595,-121.80523,False,REMOVED,29.61,0.0,-29.61,,,10404.4,,,Removed; ~60% of riders (17.8/day) assumed to walk to nearest kept stop 10404 ft away.
1106,Blossom Hill & Hillview,37.250256,-121.862691,False,REMOVED,26.26,0.0,-26.26,,,4158.0,,,Removed; ~60% of riders (15.8/day) assumed to walk to nearest kept stop 4158 ft away.
1143,Blossom Hill Station,37.252223,-121.841152,False,REMOVED,25.91,0.0,-25.91,,,105.3,,,Removed; ~60% of riders (15.6/day) assumed to walk to nearest kept stop 105 ft away.
1102,Blossom Hill & Plaza,37.250513,-121.876818,False,REMOVED,25.0,0.0,-25.0,,,1884.6,,,Removed; ~60% of riders (15.0/day) assumed to walk to nearest kept stop 1885 ft away.
1138,Blossom Hill & Lean,37.251617,-121.816974,False,REMOVED,24.57,0.0,-24.57,,,7035.3,,,Removed; ~60% of riders (14.7/day) assumed to walk to nearest kept stop 7035 ft away.
1745,Good Samaritan Hospital,37.251009,-121.947555,True,REMOVED,17.52,0.0,-17.52,,,296.1,,,Removed; ~60% of riders (10.5/day) assumed to walk to nearest kept stop 296 ft away.
1107,Blossom Hill & Santa Teresa,37.250202,-121.858057,False,REMOVED,14.48,0.0,-14.48,,,2829.0,,,Removed; ~60% of riders (8.7/day) assumed to walk to nearest kept stop 2829 ft away.
1153,Blossom Hill & Almaden Plaza,37.250826,-121.877094,False,REMOVED,14.04,0.0,-14.04,,,1869.6,,,Removed; ~60% of riders (8.4/day) assumed to walk to nearest kept stop 1870 ft away.
1093,Blossom Hill & Camden,37.236319,-121.90276,False,REMOVED,12.04,0.0,-12.04,,,285.0,,,Removed; ~60% of riders (7.2/day) assumed to walk to nearest kept stop 285 ft away.
2791,Santa Cruz & Main,37.222231,-121.983921,True,REMOVED,12.0,0.0,-12.0,,,2620.6,,,Removed; ~60% of riders (7.2/day) assumed to walk to nearest kept stop 2621 ft away.
1156,Blossom Hill & Meridian,37.243639,-121.889382,False,REMOVED,10.87,0.0,-10.87,,,184.8,,,Removed; ~60% of riders (6.5/day) assumed to walk to nearest kept stop 185 ft away.
1112,Blossom Hill & Snell,37.251147,-121.829768,False,REMOVED,10.52,0.0,-10.52,,,3387.5,,,Removed; ~60% of riders (6.3/day) assumed to walk to nearest kept stop 3387 ft away.
1100,Blossom Hill & Seifert,37.245909,-121.886549,False,REMOVED,10.26,0.0,-10.26,,,249.7,,,Removed; ~60% of riders (6.2/day) assumed to walk to nearest kept stop 250 ft away.
1148,Blossom Hill & Santa Teresa,37.250521,-121.86032,False,REMOVED,10.04,0.0,-10.04,,,3476.9,,,Removed; ~60% of riders (6.0/day) assumed to walk to nearest kept stop 3477 ft away.
3306,Santa Teresa & Del Canto,37.237132,-121.79949,False,REMOVED,9.96,0.0,-9.96,,,13263.2,,,Removed; ~60% of riders (6.0/day) assumed to walk to nearest kept stop 13263 ft away.
1149,Blossom Hill & Oakridge Mall,37.250544,-121.863345,False,REMOVED,9.61,0.0,-9.61,,,4345.1,,,Removed; ~60% of riders (5.8/day) assumed to walk to nearest kept stop 4345 ft away.
1150,Blossom Hill & Winfield,37.25055,-121.867,False,REMOVED,9.17,0.0,-9.17,,,4584.8,,,Removed; ~60% of riders (5.5/day) assumed to walk to nearest kept stop 4585 ft away.
1131,Cottle & Raleigh,37.245181,-121.803751,False,REMOVED,8.91,0.0,-8.91,,,11136.7,,,Removed; ~60% of riders (5.3/day) assumed to walk to nearest kept stop 11137 ft away.
1147,Blossom Hill & Playa Del Rey,37.250446,-121.853186,False,REMOVED,8.57,0.0,-8.57,,,1429.4,,,Removed; ~60% of riders (5.1/day) assumed to walk to nearest kept stop 1429 ft away.
1140,Blossom Hill & Judith,37.251536,-121.825394,False,REMOVED,7.57,0.0,-7.57,,,4623.4,,,Removed; ~60% of riders (4.5/day) assumed to walk to nearest kept stop 4623 ft away.
2774,Burrows & Hacienda,37.26881,-121.972367,False,REMOVED,7.3,0.0,-7.3,,,121.4,,,Removed; ~60% of riders (4.4/day) assumed to walk to nearest kept stop 121 ft away.
2696,Main & Jackson,37.220976,-121.974169,True,REMOVED,6.35,0.0,-6.35,,,2714.9,,,Removed; ~60% of riders (3.8/day) assumed to walk to nearest kept stop 2715 ft away.
1142,Blossom Hill & Entrada Cedros,37.251413,-121.833276,False,REMOVED,6.3,0.0,-6.3,,,2376.9,,,Removed; ~60% of riders (3.8/day) assumed to walk to nearest kept stop 2377 ft away.
1074,Los Gatos & Leroy,37.236889,-121.962267,True,REMOVED,6.26,0.0,-6.26,,,274.0,,,Removed; ~60% of riders (3.8/day) assumed to walk to nearest kept stop 274 ft away.
1108,Blossom Hill & Playa Del Rey,37.250186,-121.852512,False,REMOVED,6.09,0.0,-6.09,,,1240.1,,,Removed; ~60% of riders (3.6/day) assumed to walk to nearest kept stop 1240 ft away.
2788,Main & Pleasant,37.221126,-121.974711,True,REMOVED,5.78,0.0,-5.78,,,2772.9,,,Removed; ~60% of riders (3.5/day) assumed to walk to nearest kept stop 2773 ft away.
2695,Main & Los Gatos Civic Center,37.221205,-121.979109,True,REMOVED,5.74,0.0,-5.74,,,2897.6,,,Removed; ~60% of riders (3.4/day) assumed to walk to nearest kept stop 2898 ft away.
2783,Winchester & Vineland,37.243587,-121.975538,True,REMOVED,5.74,0.0,-5.74,,,272.8,,,Removed; ~60% of riders (3.4/day) assumed to walk to nearest kept stop 273 ft away.
1105,Blossom Hill & Winfield,37.250258,-121.865507,False,REMOVED,5.65,0.0,-5.65,,,4966.1,,,Removed; ~60% of riders (3.4/day) assumed to walk to nearest kept stop 4966 ft away.
2767,Winchester & Camden,37.277942,-121.949872,False,REMOVED,5.61,0.0,-5.61,,,3544.8,,,Removed; ~60% of riders (3.4/day) assumed to walk to nearest kept stop 3545 ft away.
1062,Main & Santa Cruz,37.222298,-121.983565,True,REMOVED,5.3,0.0,-5.3,,,2565.7,,,Removed; ~60% of riders (3.2/day) assumed to walk to nearest kept stop 2566 ft away.
1103,Blossom Hill & Almaden,37.250614,-121.873522,False,REMOVED,5.09,0.0,-5.09,,,2775.1,,,Removed; ~60% of riders (3.0/day) assumed to walk to nearest kept stop 2775 ft away.
1115,Blossom Hill & Lean,37.251321,-121.817071,False,REMOVED,4.91,0.0,-4.91,,,7012.6,,,Removed; ~60% of riders (3.0/day) assumed to walk to nearest kept stop 7013 ft away.
1188,Santa Cruz & Los Gatos-Saratoga,37.230014,-121.980542,True,REMOVED,4.74,0.0,-4.74,,,190.8,,,Removed; ~60% of riders (2.8/day) assumed to walk to nearest kept stop 191 ft away.
1130,Cottle Park & Ride,37.242189,-121.803716,False,REMOVED,4.43,0.0,-4.43,,,11451.2,,,Removed; ~60% of riders (2.7/day) assumed to walk to nearest kept stop 11451 ft away.
1086,Leigh & Los Gatos-Almaden,37.243106,-121.922772,False,REMOVED,4.22,0.0,-4.22,,,285.2,,,Removed; ~60% of riders (2.5/day) assumed to walk to nearest kept stop 285 ft away.
2789,Main & Villa,37.221226,-121.977956,True,REMOVED,4.17,0.0,-4.17,,,2968.0,,,Removed; ~60% of riders (2.5/day) assumed to walk to nearest kept stop 2968 ft away.
1137,Blossom Hill & Calpine,37.251641,-121.81229,False,REMOVED,4.13,0.0,-4.13,,,8378.5,,,Removed; ~60% of riders (2.5/day) assumed to walk to nearest kept stop 8379 ft away.
1118,Cottle & Poughkeepsie,37.250912,-121.804193,False,REMOVED,4.13,0.0,-4.13,,,10711.3,,,Removed; ~60% of riders (2.5/day) assumed to walk to nearest kept stop 10711 ft away.
1139,Blossom Hill & Lathrop,37.25157,-121.821149,False,REMOVED,4.0,0.0,-4.0,,,5839.0,,,Removed; ~60% of riders (2.4/day) assumed to walk to nearest kept stop 5839 ft away.
1136,Blossom Hill & Beswick,37.25159,-121.808568,False,REMOVED,3.91,0.0,-3.91,,,9446.8,,,Removed; ~60% of riders (2.4/day) assumed to walk to nearest kept stop 9447 ft away.
1154,Blossom Hill & Ayrshire,37.248246,-121.883055,False,REMOVED,3.61,0.0,-3.61,,,104.3,,,Removed; ~60% of riders (2.2/day) assumed to walk to nearest kept stop 104 ft away.
1109,Blossom Hill & Cahalan,37.250434,-121.846206,False,REMOVED,3.61,0.0,-3.61,,,574.0,,,Removed; ~60% of riders (2.2/day) assumed to walk to nearest kept stop 574 ft away.
2779,Winchester & Newell,37.253832,-121.967294,True,REMOVED,3.43,0.0,-3.43,,,254.2,,,Removed; ~60% of riders (2.1/day) assumed to walk to nearest kept stop 254 ft away.
1104,Blossom Hill & Sanchez,37.250405,-121.870999,False,REMOVED,3.39,0.0,-3.39,,,3451.2,,,Removed; ~60% of riders (2.0/day) assumed to walk to nearest kept stop 3451 ft away.
1113,Blossom Hill & Judith,37.251263,-121.824846,False,REMOVED,3.3,0.0,-3.3,,,4787.7,,,Removed; ~60% of riders (2.0/day) assumed to walk to nearest kept stop 4788 ft away.
1063,University & Mullen,37.223566,-121.981812,True,REMOVED,3.17,0.0,-3.17,,,2006.4,,,Removed; ~60% of riders (1.9/day) assumed to walk to nearest kept stop 2006 ft away.
2794,Los Gatos & Magneson,37.233655,-121.963815,True,REMOVED,2.96,0.0,-2.96,,,213.4,,,Removed; ~60% of riders (1.8/day) assumed to walk to nearest kept stop 213 ft away.
1185,Santa Cruz & Mariposa,37.235547,-121.977838,True,REMOVED,2.78,0.0,-2.78,,,250.3,,,Removed; ~60% of riders (1.7/day) assumed to walk to nearest kept stop 250 ft away.
1111,Blossom Hill & Entrada Cedros,37.251122,-121.83261,False,REMOVED,2.7,0.0,-2.7,,,2582.7,,,Removed; ~60% of riders (1.6/day) assumed to walk to nearest kept stop 2583 ft away.
1186,Santa Cruz & Olive,37.233718,-121.978725,True,REMOVED,2.7,0.0,-2.7,,,149.5,,,Removed; ~60% of riders (1.6/day) assumed to walk to nearest kept stop 150 ft away.
1144,Blossom Hill & Chesbro,37.250742,-121.843396,False,REMOVED,2.65,0.0,-2.65,,,810.3,,,Removed; ~60% of riders (1.6/day) assumed to walk to nearest kept stop 810 ft away.
1828,Knowles & Capri,37.261739,-121.963036,True,REMOVED,2.61,0.0,-2.61,,,74.9,,,Removed; ~60% of riders (1.6/day) assumed to walk to nearest kept stop 75 ft away.
2775,Pollard & Bracebridge,37.264401,-121.97257,False,REMOVED,2.43,0.0,-2.43,,,216.3,,,Removed; ~60% of riders (1.5/day) assumed to walk to nearest kept stop 216 ft away.
1124,Santa Teresa & Cottle,37.236847,-121.802919,False,REMOVED,2.22,0.0,-2.22,,,12423.0,,,Removed; ~60% of riders (1.3/day) assumed to walk to nearest kept stop 12423 ft away.
1087,Leigh & Gregg,37.239651,-121.922812,False,REMOVED,2.17,0.0,-2.17,,,211.5,,,Removed; ~60% of riders (1.3/day) assumed to walk to nearest kept stop 212 ft away.
1831,Pollard & El Camino Hospital Los Gatos,37.26218,-121.970152,False,REMOVED,2.17,0.0,-2.17,,,212.3,,,Removed; ~60% of riders (1.3/day) assumed to walk to nearest kept stop 212 ft away.
1167,Leigh & Blossom Hill,37.236438,-121.922506,False,REMOVED,2.04,0.0,-2.04,,,226.3,,,Removed; ~60% of riders (1.2/day) assumed to walk to nearest kept stop 226 ft away.
1114,Blossom Hill & Eagles,37.251286,-121.822051,False,REMOVED,2.0,0.0,-2.0,,,5586.8,,,Removed; ~60% of riders (1.2/day) assumed to walk to nearest kept stop 5587 ft away.
2897,Los Gatos & Caldwell,37.22716,-121.968105,True,REMOVED,1.96,0.0,-1.96,,,133.8,,,Removed; ~60% of riders (1.2/day) assumed to walk to nearest kept stop 134 ft away.
1064,University & Royce,37.225412,-121.980787,True,REMOVED,1.87,0.0,-1.87,,,1319.2,,,Removed; ~60% of riders (1.1/day) assumed to walk to nearest kept stop 1319 ft away.
1827,Winchester & Albright,37.256509,-121.965346,True,REMOVED,1.78,0.0,-1.78,,,484.6,,,Removed; ~60% of riders (1.1/day) assumed to walk to nearest kept stop 485 ft away.
1092,Blossom Hill & Drysdale,37.236257,-121.907398,False,REMOVED,1.61,0.0,-1.61,,,133.4,,,Removed; ~60% of riders (1.0/day) assumed to walk to nearest kept stop 133 ft away.
1151,Blossom Hill & Sanchez,37.250699,-121.871001,False,REMOVED,1.57,0.0,-1.57,,,3477.0,,,Removed; ~60% of riders (0.9/day) assumed to walk to nearest kept stop 3477 ft away.
1164,Blossom Hill & Harwood,37.236338,-121.91328,False,REMOVED,1.52,0.0,-1.52,,,181.0,,,Removed; ~60% of riders (0.9/day) assumed to walk to nearest kept stop 181 ft away.
1119,Cottle & Coronado,37.247311,-121.80413,False,REMOVED,1.52,0.0,-1.52,,,10873.2,,,Removed; ~60% of riders (0.9/day) assumed to walk to nearest kept stop 10873 ft away.
1123,Cottle & Beswick,37.245633,-121.804132,False,REMOVED,1.39,0.0,-1.39,,,10992.6,,,Removed; ~60% of riders (0.8/day) assumed to walk to nearest kept stop 10993 ft away.
1152,Blossom Hill & Almaden (Sutter Health),37.250974,-121.874343,False,REMOVED,1.35,0.0,-1.35,,,2600.6,,,Removed; ~60% of riders (0.8/day) assumed to walk to nearest kept stop 2601 ft away.
3305,Santa Teresa & Miyuki,37.236923,-121.79444,False,REMOVED,1.35,0.0,-1.35,,,14621.4,,,Removed; ~60% of riders (0.8/day) assumed to walk to nearest kept stop 14621 ft away.
2795,Los Gatos & Los Gatos-Almaden (Chirco),37.241314,-121.960178,True,REMOVED,1.35,0.0,-1.35,,,288.7,,,Removed; ~60% of riders (0.8/day) assumed to walk to nearest kept stop 289 ft away.
1061,Santa Cruz & Nicholson,37.226048,-121.982318,True,REMOVED,1.3,0.0,-1.3,,,1157.3,,,Removed; ~60% of riders (0.8/day) assumed to walk to nearest kept stop 1157 ft away.
1159,Blossom Hill & Vassar,37.240607,-121.892925,False,REMOVED,1.3,0.0,-1.3,,,74.0,,,Removed; ~60% of riders (0.8/day) assumed to walk to nearest kept stop 74 ft away.
1835,Hacienda & Capri,37.269084,-121.961761,False,REMOVED,1.13,0.0,-1.13,,,105.9,,,Removed; ~60% of riders (0.7/day) assumed to walk to nearest kept stop 106 ft away.
2701,Winchester & Milani,37.2465,-121.972805,True,REMOVED,1.13,0.0,-1.13,,,286.2,,,Removed; ~60% of riders (0.7/day) assumed to walk to nearest kept stop 286 ft away.
2896,Los Gatos & Nino,37.230625,-121.965574,True,REMOVED,1.09,0.0,-1.09,,,235.8,,,Removed; ~60% of riders (0.7/day) assumed to walk to nearest kept stop 236 ft away.
1117,Blossom Hill & Beswick,37.25136,-121.808372,False,REMOVED,1.09,0.0,-1.09,,,9505.9,,,Removed; ~60% of riders (0.7/day) assumed to walk to nearest kept stop 9506 ft away.
1834,Hacienda & Gay,37.269062,-121.966717,False,REMOVED,1.04,0.0,-1.04,,,186.2,,,Removed; ~60% of riders (0.6/day) assumed to walk to nearest kept stop 186 ft away.
2784,Winchester & Daves,37.23975,-121.977014,True,REMOVED,0.96,0.0,-0.96,,,138.8,,,Removed; ~60% of riders (0.6/day) assumed to walk to nearest kept stop 139 ft away.
2771,Hacienda & Walnut,37.269247,-121.959049,False,REMOVED,0.91,0.0,-0.91,,,282.1,,,Removed; ~60% of riders (0.6/day) assumed to walk to nearest kept stop 282 ft away.
2769,Winchester & Sunnyoaks,37.271789,-121.954372,False,REMOVED,0.87,0.0,-0.87,,,959.4,,,Removed; ~60% of riders (0.5/day) assumed to walk to nearest kept stop 959 ft away.
1166,Blossom Hill & Del Oro,37.236285,-121.921069,False,REMOVED,0.65,0.0,-0.65,,,95.0,,,Removed; ~60% of riders (0.4/day) assumed to walk to nearest kept stop 95 ft away.
1085,Los Gatos-Almaden & Kentfield,37.243384,-121.925995,False,REMOVED,0.57,0.0,-0.57,,,172.6,,,Removed; ~60% of riders (0.3/day) assumed to walk to nearest kept stop 173 ft away.
2787,Los Gatos & Simons,37.222994,-121.971516,True,REMOVED,0.52,0.0,-0.52,,,1672.5,,,Removed; ~60% of riders (0.3/day) assumed to walk to nearest kept stop 1672 ft away.
2770,Hacienda & Winchester,37.269243,-121.956971,False,REMOVED,0.52,0.0,-0.52,,,265.1,,,Removed; ~60% of riders (0.3/day) assumed to walk to nearest kept stop 265 ft away.
1116,Blossom Hill & Calpine,37.251351,-121.812286,False,REMOVED,0.43,0.0,-0.43,,,8383.7,,,Removed; ~60% of riders (0.3/day) assumed to walk to nearest kept stop 8384 ft away.
2768,Winchester & Friar,37.275752,-121.951334,False,REMOVED,0.43,0.0,-0.43,,,2644.8,,,Removed; ~60% of riders (0.3/day) assumed to walk to nearest kept stop 2645 ft away.
2703,Winchester & La Rinconada,37.250631,-121.969297,True,REMOVED,0.43,0.0,-0.43,,,80.9,,,Removed; ~60% of riders (0.3/day) assumed to walk to nearest kept stop 81 ft away.
1161,Blossom Hill & Parkcrest,37.237942,-121.898746,False,REMOVED,0.39,0.0,-0.39,,,141.2,,,Removed; ~60% of riders (0.2/day) assumed to walk to nearest kept stop 141 ft away.
2697,Los Gatos & Stacia,37.223,-121.971331,True,REMOVED,0.35,0.0,-0.35,,,1641.9,,,Removed; ~60% of riders (0.2/day) assumed to walk to nearest kept stop 1642 ft away.
2705,Winchester & Camden,37.27843,-121.949632,False,REMOVED,0.26,0.0,-0.26,,,3733.2,,,Removed; ~60% of riders (0.2/day) assumed to walk to nearest kept stop 3733 ft away.
3343,Santa Teresa & Encinal,37.236795,-121.795928,False,REMOVED,0.22,0.0,-0.22,,,14246.6,,,Removed; ~60% of riders (0.1/day) assumed to walk to nearest kept stop 14247 ft away.
1090,Blossom Hill & Belwood,37.236141,-121.916592,False,REMOVED,0.22,0.0,-0.22,,,138.1,,,Removed; ~60% of riders (0.1/day) assumed to walk to nearest kept stop 138 ft away.
1819,Samaritan & Clydelle,37.250672,-121.940729,True,REMOVED,0.09,0.0,-0.09,,,264.3,,,Removed; ~60% of riders (0.1/day) assumed to walk to nearest kept stop 264 ft away.
2702,Winchester & Wild,37.249537,-121.970271,True,REMOVED,0.04,0.0,-0.04,,,87.6,,,Removed; ~60% of riders (0.0/day) assumed to walk to nearest kept stop 88 ft away.
5656,Cottle & Palmia,37.240573,-121.804082,False,REMOVED,0.04,0.0,-0.04,,,11557.2,,,Removed; ~60% of riders (0.0/day) assumed to walk to nearest kept stop 11557 ft away.
2786,Los Gatos-Saratoga & Village Lane,37.228452,-121.980226,True,REMOVED,0.0,0.0,-0.0,,,293.7,,,Removed; ~60% of riders (0.0/day) assumed to walk to nearest kept stop 294 ft away.
